Animal_Id,Outcome_Type,Outcome_Subtype,Outcome_Date,Impound_Number,Outcome_Condition
A1155659,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563156,APP WNL
A1155660,EUTHANIZED,SPACE,08/31/2022 12:00:00 AM,K22-563157,APP WNL
A1155661,EUTHANIZED,SPACE,08/31/2022 12:00:00 AM,K22-563158,APP WNL
A1155664,ADOPTION,WESTMORELD,09/01/2022 12:00:00 AM,K22-563160,APP WNL
A1155665,FOUND EXP,OTHER,09/21/2022 12:00:00 AM,K22-563161,N/A
A1155668,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563164,APP WNL
A1155671,ADOPTION,WESTMORELD,08/22/2022 12:00:00 AM,K22-563165,APP WNL
A1155672,TRANSFER,UNDERAGE,08/27/2022 12:00:00 AM,K22-563166,UNDERAGE
A1155675,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563167,APP WNL
A1155675,ADOPTION,WESTMORELD,09/13/2022 12:00:00 AM,K22-564991,APP WNL
A1155677,ADOPTION,IN FOSTER,08/31/2022 12:00:00 AM,K22-564040,APP WNL
A1155677,FOSTER,SHORT TERM,08/26/2022 12:00:00 AM,K22-563168,APP WNL
A1155679,FOSTER,SAME DAY,09/03/2022 12:00:00 AM,K22-563169,APP WNL
A1155680,EUTHANIZED,MEDICAL,08/21/2022 12:00:00 AM,K22-563170,APP INJ
A1155681,ADOPTION,WESTMORELD,09/17/2022 12:00:00 AM,K22-563171,APP WNL
A1155682,FOSTER,SHORT TERM,08/26/2022 12:00:00 AM,K22-563172,APP WNL
A1155682,ADOPTION,IN FOSTER,08/30/2022 12:00:00 AM,K22-563937,APP WNL
A1155684,ADOPTION,BY FOSTER,09/26/2022 12:00:00 AM,K22-566199,APP WNL
A1155684,FOSTER,TO ADOPT,09/08/2022 12:00:00 AM,K22-563173,APP WNL
A1155685,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563174,APP WNL
A1155686,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563175,APP WNL
A1155687,ADOPTION,WESTMORELD,09/19/2022 12:00:00 AM,K22-563176,APP WNL
A1155689,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563179,UNDERAGE
A1155690,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563180,APP WNL
A1155691,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563181,APP WNL
A1155692,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563182,UNDERAGE
A1155693,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563183,UNDERAGE
A1155694,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563184,UNDERAGE
A1155695,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563185,UNDERAGE
A1155696,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563186,UNDERAGE
A1155697,TRANSFER,UNDERAGE,09/02/2022 12:00:00 AM,K22-563187,UNDERAGE
A1155698,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563188,APP WNL
A1155699,EUTHANIZED,HUMANE,08/21/2022 12:00:00 AM,K22-563189,CRITICAL
A1155700,ADOPTION,WESTMORELD,08/31/2022 12:00:00 AM,K22-563190,APP WNL
A1155701,ADOPTION,WESTMORELD,09/03/2022 12:00:00 AM,K22-563193,APP WNL
A1155702,EUTHANIZED,BEHAVIOR,09/19/2022 12:00:00 AM,K22-563191,APP WNL
A1155703,FOSTER,SHORT TERM,08/31/2022 12:00:00 AM,K22-563192,APP WNL
A1155703,TREATMENT,COMPLETED,09/02/2022 12:00:00 AM,K22-564182,APP WNL
A1155703,ADOPTION,IN FOSTER,09/18/2022 12:00:00 AM,K22-565573,APP WNL
A1155704,ADOPTION,WESTMORELD,09/05/2022 12:00:00 AM,K22-563194,APP WNL
A1155705,ADOPTION,WESTMORELD,09/03/2022 12:00:00 AM,K22-563195,APP WNL
A1155706,EUTHANIZED,MEDICAL,08/21/2022 12:00:00 AM,K22-563196,CRITICAL
A1155707,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563198,N/A
A1155708,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563199,N/A
A1155714,EUTHANIZED,MEDICAL,08/21/2022 12:00:00 AM,K22-563200,CRITICAL
A1155715,ADOPTION,WESTMORELD,09/14/2022 12:00:00 AM,K22-563202,APP SICK
A1155716,ADOPTION,WESTMORELD,11/06/2022 12:00:00 AM,K22-563204,APP WNL
A1155717,ADOPTION,WESTMORELD,08/26/2022 12:00:00 AM,K22-563205,APP WNL
A1155718,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563206,APP WNL
A1155719,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563207,N/A
A1155720,RETURNED TO OWNER,FIELD,08/21/2022 12:00:00 AM,K22-563208,APP WNL
A1155721,EUTHANIZED,SPACE,09/03/2022 12:00:00 AM,K22-563210,APP WNL
A1155722,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563211,N/A
A1155723,FOUND EXP,OTHER,09/21/2022 12:00:00 AM,K22-563212,N/A
A1155725,RETURNED TO OWNER,WESTMORELD,08/26/2022 12:00:00 AM,K22-563214,APP WNL
A1155726,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563213,N/A
A1155728,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563215,APP WNL
A1155729,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563216,APP WNL
A1155730,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563217,N/A
A1155731,LOST EXP,OTHER,09/21/2022 12:00:00 AM,K22-563218,N/A
A1155733,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563219,APP WNL
A1155734,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563220,APP WNL
A1155735,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563221,N/A
A1155736,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563222,APP WNL
A1155738,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563223,CRITICAL
A1155739,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563224,N/A
A1155740,FOSTER,GENERAL,09/04/2022 12:00:00 AM,K22-563225,APP SICK
A1155741,ADOPTION,WESTMORELD,08/26/2022 12:00:00 AM,K22-563226,APP WNL
A1155742,RETURNED TO OWNER,WESTMORELD,08/24/2022 12:00:00 AM,K22-563232,APP WNL
A1155743,RETURNED TO OWNER,WESTMORELD,08/24/2022 12:00:00 AM,K22-563233,APP WNL
A1155744,ADOPTION,WESTMORELD,10/02/2022 12:00:00 AM,K22-563235,APP WNL
A1155746,ADOPTION,WESTMORELD,09/24/2022 12:00:00 AM,K22-563269,APP WNL
A1155749,ADOPTION,WESTMORELD,09/06/2022 12:00:00 AM,K22-563244,APP WNL
A1155751,EUTHANIZED,MEDICAL,09/05/2022 12:00:00 AM,K22-563245,APP SICK
A1155753,EUTHANIZED,BITE,09/02/2022 12:00:00 AM,K22-563249,APP WNL
A1155754,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563246,N/A
A1155755,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563247,APP WNL
A1155756,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563248,CRITICAL
A1155757,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563250,N/A
A1155758,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563251,N/A
A1155759,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563252,N/A
A1155760,EUTHANIZED,BEHAVIOR,08/25/2022 12:00:00 AM,K22-563253,APP WNL
A1155763,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563255,CRITICAL
A1155764,RETURNED TO OWNER,WESTMORELD,08/28/2022 12:00:00 AM,K22-563257,APP WNL
A1155765,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563256,APP WNL
A1155766,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563258,APP WNL
A1155767,EUTHANIZED,SPACE,09/12/2022 12:00:00 AM,K22-563259,APP SICK
A1155769,EUTHANIZED,HUMANE,09/23/2022 12:00:00 AM,K22-563261,APP INJ
A1155770,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563262,N/A
A1155771,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563263,N/A
A1155772,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563264,N/A
A1155773,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563265,N/A
A1155774,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563266,N/A
A1155775,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563267,N/A
A1155776,FOSTER,TO ADOPT,09/12/2022 12:00:00 AM,K22-563268,UNDERAGE
A1155777,DISPOSAL,RABIESTEST,08/23/2022 12:00:00 AM,K22-563271,DECEASED
A1155779,EUTHANIZED,SPACE,09/13/2022 12:00:00 AM,K22-563270,APP WNL
A1155781,ADOPTION,WESTMORELD,08/23/2022 12:00:00 AM,K22-563272,APP WNL
A1155782,ADOPTION,WESTMORELD,09/13/2022 12:00:00 AM,K22-563273,APP WNL
A1155783,ADOPTION,WESTMORELD,09/02/2022 12:00:00 AM,K22-563274,APP WNL
A1155784,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563275,APP WNL
A1155785,RETURNED TO OWNER,WESTMORELD,08/27/2022 12:00:00 AM,K22-563276,APP WNL
A1155786,FOSTER,TO ADOPT,08/27/2022 12:00:00 AM,K22-563278,APP WNL
A1155788,EUTHANIZED,SPACE,09/03/2022 12:00:00 AM,K22-563279,APP WNL
A1155789,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563280,N/A
A1155790,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563281,N/A
A1155791,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563282,N/A
A1155792,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563283,APP WNL
A1155794,EUTHANIZED,MEDICAL,09/01/2022 12:00:00 AM,K22-563284,UNDERAGE
A1155795,EUTHANIZED,MEDICAL,09/01/2022 12:00:00 AM,K22-563285,UNDERAGE
A1155796,EUTHANIZED,MEDICAL,09/01/2022 12:00:00 AM,K22-563286,UNDERAGE
A1155797,EUTHANIZED,MEDICAL,09/01/2022 12:00:00 AM,K22-563287,APP WNL
A1155798,EUTHANIZED,MEDICAL,09/01/2022 12:00:00 AM,K22-563288,UNDERAGE
A1155799,EUTHANIZED,MEDICAL,09/02/2022 12:00:00 AM,K22-563289,UNDERAGE
A1155800,DIED,IN KENNEL,08/31/2022 12:00:00 AM,K22-563290,DECEASED
A1155801,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563291,APP WNL
A1155802,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563292,N/A
A1155803,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563293,N/A
A1155804,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563294,N/A
A1155805,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563295,N/A
A1155806,EUTHANIZED,BEHAVIOR,09/20/2022 12:00:00 AM,K22-563296,APP SICK
A1155807,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563297,N/A
A1155808,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563298,N/A
A1155809,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563299,CRITICAL
A1155810,EUTHANIZED,BEHAVIOR,08/24/2022 12:00:00 AM,K22-563300,APP WNL
A1155811,FOUND EXP,OTHER,09/22/2022 12:00:00 AM,K22-563301,N/A
A1155812,EUTHANIZED,HUMANE,08/22/2022 12:00:00 AM,K22-563302,CRITICAL
A1155813,FOSTER,GENERAL,09/12/2022 12:00:00 AM,K22-563303,APP WNL
A1155813,EUTHANIZED,HUMANE,09/15/2022 12:00:00 AM,K22-565332,CRITICAL
A1155814,LOST EXP,OTHER,09/22/2022 12:00:00 AM,K22-563304,N/A
A1155815,ADOPTION,ADOPETS,09/29/2022 12:00:00 AM,K22-563305,APP WNL
A1155816,EUTHANIZED,HUMANE,08/23/2022 12:00:00 AM,K22-563306,CRITICAL
A1155817,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563307,APP WNL
A1155818,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563308,APP WNL
A1155826,FOSTER,GENERAL,08/30/2022 12:00:00 AM,K22-563310,APP WNL
A1155826,ADOPTION,IN FOSTER,08/31/2022 12:00:00 AM,K22-564049,APP WNL
A1155828,WILDLIFE,TRANSFER,08/23/2022 12:00:00 AM,K22-563313,APP INJ
A1155836,ADOPTION,ADOPETS,09/11/2022 12:00:00 AM,K22-563322,APP WNL
A1155837,EUTHANIZED,BEHAVIOR,08/30/2022 12:00:00 AM,K22-563320,APP WNL
A1155838,ADOPTION,ADOPETS,10/01/2022 12:00:00 AM,K22-563321,APP WNL
A1155840,EUTHANIZED,SPACE,09/08/2022 12:00:00 AM,K22-563323,APP WNL
A1155842,EUTHANIZED,SPACE,08/31/2022 12:00:00 AM,K22-563324,APP WNL
A1155843,EUTHANIZED,SPACE,09/06/2022 12:00:00 AM,K22-563325,APP SICK
A1155844,ADOPTION,WESTMORELD,10/08/2022 12:00:00 AM,K22-563326,APP WNL
A1155845,RETURNED TO OWNER,WESTMORELD,08/26/2022 12:00:00 AM,K22-563327,APP WNL
A1155846,TRANSFER,MEDICAL,08/27/2022 12:00:00 AM,K22-563328,APP SICK
A1155847,EUTHANIZED,SPACE,08/31/2022 12:00:00 AM,K22-563329,APP WNL
A1155848,LOST EXP,OTHER,09/23/2022 12:00:00 AM,K22-563330,N/A
A1155849,FOSTER,UNDERAGE,09/10/2022 12:00:00 AM,K22-563331,APP WNL
A1155850,FOSTER,UNDERAGE,09/10/2022 12:00:00 AM,K22-563332,APP WNL
A1155851,ADOPTION,WESTMORELD,09/13/2022 12:00:00 AM,K22-563333,APP WNL
A1155851,ADOPTION,WESTMORELD,09/23/2022 12:00:00 AM,K22-565690,APP WNL
A1155854,ADOPTION,WESTMORELD,09/13/2022 12:00:00 AM,K22-563334,APP WNL
A1155856,ADOPTION,WESTMORELD,08/30/2022 12:00:00 AM,K22-563336,APP WNL
A1155857,EUTHANIZED,HUMANE,08/23/2022 12:00:00 AM,K22-563335,CRITICAL
A1155858,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563337,APP WNL
A1155859,LOST EXP,OTHER,09/23/2022 12:00:00 AM,K22-563338,N/A
A1155860,FOUND EXP,OTHER,09/23/2022 12:00:00 AM,K22-563339,N/A
A1155863,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563341,APP WNL
A1155864,EUTHANIZED,BITE,08/24/2022 12:00:00 AM,K22-563342,APP WNL
A1155865,TRANSFER,TRANSPORT,08/27/2022 12:00:00 AM,K22-563343,APP WNL
A1155866,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563344,APP WNL
A1155867,EUTHANIZED,MEDICAL,09/08/2022 12:00:00 AM,K22-563345,UNDERAGE
A1155868,ADOPTION,WESTMORELD,09/16/2022 12:00:00 AM,K22-563347,APP WNL
A1155869,FOUND EXP,OTHER,09/23/2022 12:00:00 AM,K22-563346,N/A
A1155870,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563348,APP WNL
A1155870,ADOPTION,WESTMORELD,08/31/2022 12:00:00 AM,K22-563951,APP WNL
A1155870,EUTHANIZED,SPACE,09/07/2022 12:00:00 AM,K22-564401,APP WNL
A1155871,EUTHANIZED,MEDICAL,08/23/2022 12:00:00 AM,K22-563350,CRITICAL
A1155872,EUTHANIZED,MEDICAL,08/23/2022 12:00:00 AM,K22-563352,CRITICAL
A1155873,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563351,APP WNL
A1155874,EUTHANIZED,MEDICAL,08/23/2022 12:00:00 AM,K22-563353,CRITICAL
A1155875,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563354,APP WNL
A1155876,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-563355,APP INJ
A1155877,SNR,ASO,09/02/2022 12:00:00 AM,K22-563509,APP WNL
A1155880,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-563356,APP WNL
A1155881,FOSTER,TO ADOPT,09/18/2022 12:00:00 AM,K22-563361,UNDERAGE
A1155882,FOSTER,TO ADOPT,09/18/2022 12:00:00 AM,K22-563362,UNDERAGE
A1155883,EUTHANIZED,SPACE,08/26/2022 12:00:00 AM,K22-563358,APP WNL
A1155884,FOSTER,TO ADOPT,09/18/2022 12:00:00 AM,K22-563363,UNDERAGE
A1155885,ADOPTION,WESTMORELD,08/26/2022 12:00:00 AM,K22-563359,APP WNL
A1155886,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563360,APP WNL
A1155887,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563364,APP WNL
A1155888,EUTHANIZED,MEDICAL,08/24/2022 12:00:00 AM,K22-563370,APP SICK
A1155891,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563365,APP WNL
A1155893,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563366,APP WNL
A1155896,FOUND EXP,OTHER,09/23/2022 12:00:00 AM,K22-563368,N/A
A1155897,ADOPTION,EVENT,10/15/2022 12:00:00 AM,K22-563369,APP WNL
A1155898,EUTHANIZED,MEDICAL,08/23/2022 12:00:00 AM,K22-563372,CRITICAL
A1155902,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563373,APP WNL
A1155903,FOSTER,UNDERAGE,09/01/2022 12:00:00 AM,K22-563374,UNDERAGE
A1155903,TREATMENT,COMPLETED,09/16/2022 12:00:00 AM,K22-565427,APP WNL
A1155903,TREATMENT,OTHER,09/12/2022 12:00:00 AM,K22-565054,N/A
A1155903,TREATMENT,COMPLETED,09/08/2022 12:00:00 AM,K22-564754,APP WNL
A1155903,TREATMENT,COMPLETED,09/29/2022 12:00:00 AM,K22-566426,APP WNL
A1155904,FOSTER,GENERAL,09/27/2022 12:00:00 AM,K22-563375,APP WNL
A1155905,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563376,APP WNL
A1155906,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563377,APP WNL
A1155907,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563378,APP WNL
A1155910,EUTHANIZED,SPACE,09/06/2022 12:00:00 AM,K22-563379,APP SICK
A1155911,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563380,APP INJ
A1155913,ADOPTION,WESTMORELD,08/24/2022 12:00:00 AM,K22-563382,APP WNL
A1155915,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563383,APP WNL
A1155916,LOST EXP,OTHER,09/23/2022 12:00:00 AM,K22-563384,N/A
A1155917,LOST EXP,OTHER,09/23/2022 12:00:00 AM,K22-563385,N/A
A1155918,LOST EXP,OTHER,09/23/2022 12:00:00 AM,K22-563386,N/A
A1155921,EUTHANIZED,HUMANE,08/23/2022 12:00:00 AM,K22-563388,CRITICAL
A1155922,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563390,APP WNL
A1155923,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563392,APP WNL
A1155927,FOUND EXP,OTHER,09/23/2022 12:00:00 AM,K22-563393,N/A
A1155928,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563395,APP SICK
A1155929,EUTHANIZED,HUMANE,08/23/2022 12:00:00 AM,K22-563396,CRITICAL
A1155930,EUTHANIZED,BITE,09/07/2022 12:00:00 AM,K22-563397,APP WNL
A1155937,WILDLIFE,TRANSFER,08/24/2022 12:00:00 AM,K22-563398,UNDERAGE
A1155938,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563403,N/A
A1155939,EUTHANIZED,SPACE,09/13/2022 12:00:00 AM,K22-563404,APP WNL
A1155940,TRANSFER,GENERAL,11/06/2022 12:00:00 AM,K22-563408,APP WNL
A1155941,RETURNED TO OWNER,FIELD,08/24/2022 12:00:00 AM,K22-563410,APP WNL
A1155942,RETURNED TO OWNER,FIELD,08/24/2022 12:00:00 AM,K22-563414,APP WNL
A1155943,EUTHANIZED,SPACE,10/21/2022 12:00:00 AM,K22-563412,APP WNL
A1155944,ADOPTION,ADOPETS,09/05/2022 12:00:00 AM,K22-563418,APP WNL
A1155944,ADOPTION,WESTMORELD,10/07/2022 12:00:00 AM,K22-565449,APP WNL
A1155945,EUTHANIZED,MEDICAL,08/24/2022 12:00:00 AM,K22-563419,APP INJ
A1155946,EUTHANIZED,BEHAVIOR,08/26/2022 12:00:00 AM,K22-563425,APP WNL
A1155947,ADOPTION,WESTMORELD,08/30/2022 12:00:00 AM,K22-563427,APP WNL
A1155949,RETURNED TO OWNER,FIELD,08/24/2022 12:00:00 AM,K22-563455,APP WNL
A1155950,RETURNED TO OWNER,FIELD,08/24/2022 12:00:00 AM,K22-563456,APP WNL
A1155951,EUTHANIZED,MEDICAL,08/30/2022 12:00:00 AM,K22-563430,APP SICK
A1155954,EUTHANIZED,MEDICAL,08/30/2022 12:00:00 AM,K22-563431,APP SICK
A1155955,RETURNED TO OWNER,WESTMORELD,09/02/2022 12:00:00 AM,K22-563436,APP WNL
A1155956,RETURNED TO OWNER,OTHER,08/24/2022 12:00:00 AM,K22-563433,APP WNL
A1155957,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563435,APP WNL
A1155958,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563434,N/A
A1155959,RETURNED TO OWNER,WESTMORELD,09/01/2022 12:00:00 AM,K22-563494,APP WNL
A1155963,DIED,DASCLINIC,08/25/2022 12:00:00 AM,K22-563438,CRITICAL
A1155964,RETURNED TO OWNER,WESTMORELD,09/03/2022 12:00:00 AM,K22-563439,APP WNL
A1155965,ADOPTION,WESTMORELD,09/15/2022 12:00:00 AM,K22-563440,APP WNL
A1155966,RETURNED TO OWNER,WESTMORELD,09/04/2022 12:00:00 AM,K22-563441,APP WNL
A1155969,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563442,APP WNL
A1155970,ADOPTION,WESTMORELD,09/13/2022 12:00:00 AM,K22-563447,APP WNL
A1155971,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563443,N/A
A1155972,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563444,N/A
A1155973,RETURNED TO OWNER,WESTMORELD,08/25/2022 12:00:00 AM,K22-563446,APP WNL
A1155974,ADOPTION,EAC,09/07/2022 12:00:00 AM,K22-563448,APP WNL
A1155976,RETURNED TO OWNER,WESTMORELD,08/29/2022 12:00:00 AM,K22-563450,APP WNL
A1155977,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563449,APP WNL
A1155977,ADOPTION,WESTMORELD,09/20/2022 12:00:00 AM,K22-565283,APP WNL
A1155981,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563457,N/A
A1155982,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563458,APP WNL
A1155983,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563460,APP WNL
A1155985,EUTHANIZED,MEDICAL,09/19/2022 12:00:00 AM,K22-563462,APP SICK
A1155986,ADOPTION,WESTMORELD,09/05/2022 12:00:00 AM,K22-563461,APP WNL
A1155988,ADOPTION,WESTMORELD,09/03/2022 12:00:00 AM,K22-563464,APP SICK
A1155988,EUTHANIZED,HUMANE,09/23/2022 12:00:00 AM,K22-565986,APP SICK
A1155990,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563463,N/A
A1155991,ADOPTION,WESTMORELD,09/05/2022 12:00:00 AM,K22-563466,APP WNL
A1155993,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563467,APP WNL
A1155995,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563468,N/A
A1156000,FOSTER,TO ADOPT,08/29/2022 12:00:00 AM,K22-563472,UNDERAGE
A1156000,ADOPTION,BY FOSTER,09/30/2022 12:00:00 AM,K22-566508,APP WNL
A1156001,ADOPTION,WESTMORELD,08/26/2022 12:00:00 AM,K22-563473,APP WNL
A1156002,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563474,N/A
A1156004,EUTHANIZED,MEDICAL,08/25/2022 12:00:00 AM,K22-563476,CRITICAL
A1156005,ADOPTION,WESTMORELD,09/02/2022 12:00:00 AM,K22-563475,APP WNL
A1156006,EUTHANIZED,MEDICAL,09/07/2022 12:00:00 AM,K22-563477,APP SICK
A1156008,ADOPTION,WESTMORELD,10/29/2022 12:00:00 AM,K22-563478,APP WNL
A1156010,EUTHANIZED,BEHAVIOR,09/15/2022 12:00:00 AM,K22-563479,APP SICK
A1156012,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563481,N/A
A1156013,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563482,N/A
A1156015,EUTHANIZED,BEHAVIOR,08/31/2022 12:00:00 AM,K22-563483,APP WNL
A1156016,WILDLIFE,TRANSFER,08/25/2022 12:00:00 AM,K22-563484,APP INJ
A1156017,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563486,APP WNL
A1156018,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563487,APP WNL
A1156019,ADOPTION,WESTMORELD,08/27/2022 12:00:00 AM,K22-563488,APP WNL
A1156020,ADOPTION,WESTMORELD,08/25/2022 12:00:00 AM,K22-563489,APP WNL
A1156021,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563490,N/A
A1156022,EUTHANIZED,MEDICAL,08/25/2022 12:00:00 AM,K22-563491,CRITICAL
A1156024,EUTHANIZED,BEHAVIOR,08/31/2022 12:00:00 AM,K22-563496,APP WNL
A1156025,ADOPTION,WESTMORELD,08/29/2022 12:00:00 AM,K22-563756,APP WNL
A1156026,ADOPTION,WESTMORELD,09/03/2022 12:00:00 AM,K22-563806,APP WNL
A1156026,ADOPTION,WESTMORELD,08/28/2022 12:00:00 AM,K22-563497,APP WNL
A1156027,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563498,N/A
A1156028,ADOPTION,WESTMORELD,09/10/2022 12:00:00 AM,K22-563499,APP WNL
A1156029,ADOPTION,WESTMORELD,09/01/2022 12:00:00 AM,K22-563500,APP WNL
A1156030,ADOPTION,WESTMORELD,08/31/2022 12:00:00 AM,K22-563501,APP WNL
A1156032,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563502,N/A
A1156033,FOUND EXP,OTHER,09/24/2022 12:00:00 AM,K22-563503,N/A
A1156034,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563504,N/A
A1156035,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563505,N/A
A1156036,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563506,N/A
A1156037,LOST EXP,OTHER,09/24/2022 12:00:00 AM,K22-563507,N/A
A1156038,RETURNED TO OWNER,WESTMORELD,08/26/2022 12:00:00 AM,K22-563508,APP WNL
A1156041,FOUND EXP,OTHER,09/25/2022 12:00:00 AM,K22-563510,N/A
